time,f1
0:00:00.007002,0.1023
0:00:15.048003,0.1846
0:00:30.370600,0.1499
0:00:46.734492,0.3393
0:01:02.536873,0.36390000000000006
0:01:19.696678,0.4379
0:01:35.503989,0.4233
0:01:51.790675,0.4996
0:02:08.588867,0.3726
0:02:24.524924,0.3733
0:02:40.262202,0.4919
0:02:56.300734,0.5138
0:03:13.977548,0.3661
0:03:29.924698,0.4524
0:03:46.647362,0.5677
0:04:03.849376,0.4492
0:04:20.639578,0.5797
0:04:36.920949,0.4008
0:04:53.517298,0.5488
0:05:10.550212,0.5289
0:05:26.664364,0.4901
0:05:42.910039,0.4368000000000001
0:05:58.753737,0.5104
0:06:15.011219,0.5206
0:06:31.505138,0.537
0:06:47.432337,0.6476
0:07:04.277494,0.5675
0:07:19.488564,0.5577
0:07:35.356192,0.5714
0:07:52.615838,0.5433
0:08:09.285192,0.5762
0:08:25.179346,0.5947
0:08:41.424689,0.5869
0:08:57.262208,0.5739
0:09:12.786860,0.6611
0:09:28.714646,0.6382
0:09:45.548759,0.6293
0:10:02.565879,0.6547
0:10:17.819041,0.6468
0:10:35.561099,0.5955
0:10:51.683749,0.6542
0:11:07.652570,0.6429
0:11:24.626337,0.647
0:11:40.019196,0.6632
0:11:56.994818,0.6767
0:12:12.997411,0.6219
0:12:30.064155,0.6389
0:12:46.358479,0.6608
0:13:02.337420,0.6369
0:13:20.204517,0.6799
0:13:36.331636,0.6585
0:13:52.389439,0.6494
0:14:09.285782,0.6694
0:14:26.373418,0.7044
0:14:43.230894,0.6772
0:15:00.327888,0.6641
0:15:17.563329,0.6152
0:15:33.297950,0.6605
0:15:50.473632,0.6972
0:16:06.400700,0.6889
0:16:24.366286,0.7168
0:16:40.467092,0.6332
0:16:56.903949,0.6633
0:17:12.935190,0.6834
0:17:28.641079,0.6808
0:17:44.839375,0.695
0:18:00.956409,0.6781
0:18:17.483364,0.6923
0:18:33.578195,0.7045
0:18:49.529451,0.7018
0:19:05.284235,0.6713
0:19:21.694300,0.6848
0:19:38.273473,0.7031
0:19:53.943355,0.7154
0:20:11.019899,0.7139
0:20:27.459467,0.6726
0:20:43.541148,0.6958
0:20:59.324900,0.7032
0:21:15.796756,0.7115
0:21:31.722028,0.7138
0:21:50.759959,0.6787
0:22:06.706168,0.7192
0:22:22.915205,0.6831
0:22:38.912916,0.6888
0:22:55.591615,0.6763
0:23:12.455728,0.6693
0:23:28.560358,0.7172
0:23:44.535913,0.7147
0:24:01.213931,0.6922
0:24:17.480679,0.6976
0:24:34.715216,0.6974
0:24:50.830837,0.7396
0:25:08.082845,0.7363999999999999
0:25:24.235979,0.7252999999999998
0:25:41.612768,0.7412
0:25:57.762200,0.7342000000000001
0:26:13.540868,0.7100000000000001
0:26:30.619253,0.7259
0:26:45.695499,0.7362
0:27:02.515985,0.6951
0:27:18.281682,0.7326
0:27:34.567852,0.713
0:27:50.255213,0.7037
0:28:06.361748,0.6917
0:28:23.457690,0.7311000000000001
0:28:38.628568,0.7172
0:28:53.868927,0.7389
0:29:09.846882,0.753
0:29:27.047324,0.7420999999999999
0:29:42.875013,0.7292
0:29:58.946959,0.7393
0:30:15.779607,0.7468
0:30:31.588834,0.7208
0:30:47.531615,0.7231
0:31:03.092502,0.7487
0:31:18.352733,0.7354000000000002
0:31:34.855439,0.7484
0:31:50.736696,0.7213000000000002
0:32:06.771225,0.7221
0:32:24.761743,0.7468
0:32:40.892916,0.7533
0:32:57.245449,0.7514
0:33:14.288835,0.7526000000000002
0:33:29.730903,0.7342000000000001
0:33:47.528364,0.7304
0:34:03.526977,0.7361000000000001
0:34:19.262682,0.6911
0:34:35.747525,0.6844
0:34:51.799201,0.7100000000000001
0:35:09.123946,0.7461000000000001
0:35:24.962585,0.7590000000000001
0:35:40.771501,0.7523000000000001
0:35:56.818331,0.7476
0:36:12.729675,0.7614
0:36:28.933300,0.7576
0:36:44.585194,0.7410000000000001
0:37:01.253333,0.7419999999999999
0:37:17.910115,0.7476
0:37:33.835823,0.7391999999999999
0:37:51.242249,0.7493
0:38:07.487886,0.7526000000000002
0:38:23.973649,0.7363
0:38:41.003101,0.7325
0:38:56.317392,0.713
0:39:11.530283,0.7265999999999999
0:39:28.079877,0.7577000000000002
0:39:44.490777,0.7597000000000002
0:40:00.196949,0.7664
0:40:18.054134,0.771
0:40:34.036241,0.7283999999999999
0:40:50.018275,0.7576
0:41:07.434361,0.767
0:41:23.277929,0.7696
0:41:39.474913,0.7678
0:41:56.944903,0.7699
0:42:13.965326,0.7436
0:42:30.251466,0.7678
0:42:46.615750,0.765
0:43:03.651996,0.7729
0:43:18.765063,0.7599
0:43:34.667463,0.7664
0:43:52.163920,0.7427
0:44:07.284838,0.7595
0:44:23.627019,0.7152
0:44:39.119336,0.739
0:44:55.121902,0.7429
0:45:12.137161,0.7686
0:45:28.633947,0.7696999999999999
0:45:45.211579,0.7596
0:46:01.385953,0.7654
0:46:17.256027,0.7703
0:46:35.026833,0.7781
0:46:50.815477,0.7412
0:47:06.496875,0.7772999999999999
0:47:23.040776,0.7516
0:47:39.399183,0.7627
0:47:56.511782,0.7649000000000001
0:48:12.468598,0.7704
0:48:30.014706,0.7840000000000001
0:48:45.786388,0.7711
0:49:01.654747,0.7849000000000002
0:49:19.050467,0.7797
0:49:35.226896,0.7699999999999999
0:49:51.766990,0.7396999999999999
0:50:08.159062,0.7164
0:50:24.520982,0.7297
0:50:40.806356,0.7788
0:50:55.929762,0.7724
0:51:12.393787,0.7753
0:51:28.159224,0.7842
0:51:44.034077,0.7664
0:52:00.903821,0.778
0:52:16.689267,0.7859
0:52:32.006155,0.7557000000000001
0:52:47.973962,0.7498
0:53:03.914723,0.7736
0:53:20.036108,0.7795
0:53:35.997040,0.7694
0:53:52.229242,0.761
0:54:07.988974,0.7513
0:54:26.424506,0.7746999999999999
0:54:42.277369,0.7725000000000001
0:54:58.593773,0.7825
0:55:14.367871,0.7461000000000001
0:55:30.557825,0.7832
0:55:46.057504,0.7841
0:56:02.380532,0.792
0:56:19.016907,0.7767
0:56:35.039430,0.743
0:56:51.498902,0.7683
0:57:07.398595,0.7731
0:57:23.369111,0.7847
0:57:40.212940,0.779
0:57:55.844265,0.7808
0:58:12.027134,0.7826000000000001
0:58:30.124888,0.7638
0:58:45.754664,0.7646000000000001
0:59:02.694816,0.7784
0:59:19.762680,0.7866
0:59:35.537234,0.7938999999999999
0:59:52.567533,0.7998
